winery name|wine|price|type|vintage|varietal
|Tina's Block Zinfandel|$48.00|red|2006|Zinfandel
Arrowood Vineyards & Winery|Pinot Blanc|$30.00|white|2007|Pinot Blanc
|Syrah, Saralee's Vineyard|$40.00|red|2005|Syrah
Ashton Vineyard|PINOT NOIR|$55.00|red|2006|Pinot Noir
|Ashton Vineyards Syrah|$49.00|red|2004|Syrah

Bernardo Winery|Chardonnay|$20.00|white|2008|Chardonnay
| white Zinfandel  |$16.00|rose|2009|Zinfandel
|Estate Syrah|$42.00|red|2006|Syrah
Cactus Star Vineyard| Estate Meritage |$30.00|red|2008|Meritage
| Estate Tempranillo|$25.00|red|2008|Tempranillo
Cordiano Winery|Sangiovese|$20.00|red|2005|Sangiovese
|Zinfandel|$35.00|red|2007|Zinfandel
|Chardonnay|$19.00|white|2007|Chardonnay
Dubé Vineyards|white Cab Rosé |$14.95|rose|2008|Cabernet Sauvignon
| Syrah |$18.95|red|2008| Syrah 
|Cab Franc |$19.95|red|2008|Cabernet Franc 
Eagles Nest Winery & Cottage|Chardonnay Private Reserve|14,99|white|2008|Chardonnay
|Syrah Private Reserve|$26.99|red|2007|Syrah
|Ruby-Port-styled Cab Sauv Estate Reserve |$32.99|Dessert Wine|2007|Cabernet Sauvignon
Fallbrook Winery|Cabernet Sauvignon Reserve|$16.00|red|2008|Cabernet Sauvignon
|33 Degree North Syrah|$30.00|red|2008|Syrah
|Rosato Estate Grown |$16.00|rose|2008|Sangiovese
Gloriosa Vineyards|Cabernet Sauvignon  ||red||Cabernet Sauvignon
|Syrah  ||red||Syrah
|Zinfandel||red||Zinfandel
Hacienda de las Rosas|Maximus - Merlot||red|2006|Merlot
|Primera Rosa||rose||Blend
Hawk Watch Winery|Syrah|$25.00|red|2007|Syrah
|Cabernet Sauvignon|$28.00|red|2007|Cabernet Sauvignon
J. Jenkins Winery|Sauvignon Blanc |$20.00|white|2009|Sauvignon Blanc 
|Pinot Noir |$30.00|white|2008|Pinot Noir 
|Syrah|$21.00|red|2005|Syrah
Kohill Winery| Merlot|$28.00|red|2007| Merlot
|Estate Sauvignon Blanc|$24.00|white|2008|Sauvignon Blanc 
|Viognier|$24.00|white|2008|Viognier
La Serenissima|Cab merlot ||red|2004|Cabernet Sauvignon/merlot
|Syrah||red|2008|Syrah
Mahogany Mountain Vineyard and Winery|Cabernet Sauvignon|$25.00|red|2004|Cabernet Sauvignon
|Mourvedre|$35.00|red|2005|Mourvedre
Menghini Winery|(Fools) Gold Riesling||white|2007|Riesling
|Syrah||red|2006|Syrah
Milagro Farms Vineyard & Winery|Estate Chardonnay|$18.00|white|2009| Chardonnay
|Merlot|$19.00|red|2008|Merlot
|Estate Cabernet Sauvignon|$22.50|red|2007|Cabernet Sauvignon
Old Coach Vineyards & Winery|PRIMITIVO Reserve|$17.00|red|2007|Primitivo
|"SANDY'S SYRAH" |$25.00|red|2007|Syrah
Orfila Vineyard & WInery|Chardonnay|$18.00|white|2008|Chardonnay
|white Riesling|$16.00|white|2008|Riesling
|Coastal Cuvee Merlot|$18.00|red|2007| Merlot
Pamo Valley Vineyards & Winery| JJJ Cab Sauvignon |$12.00|red|2006|Cabernet Sauvignon
|   Sangiovese  |$15.00|red|2009|   Sangiovese  
Rock Canyon Vineyards|Cabernet Sauvignon |$18.00|red|2008|Cabernet Sauvignon 
|Zinfandel |$19.00|red|2009|Zinfandel 
San Pasqual Winery|"Balboa"||red|2005|Tempranillo
|"Solana"||red|2005|Syrah
Schwaesdall Winery|Chardonnay|$16.00|white|2003|Chardonnay
|white Zinfandel |$8.00|white|2004|Zinfandel 
|Merlot Vintner’s Blend|$18.00|red|2004|Merlot 
Shadow Mountain Vineyards & Winery|Viognier|$15.00|white|2007|Viognier
|Sauvignon Blanc |$16.00|white|2007|Sauvignon Blanc 
|Syrah|$18.00|red||Syrah
Sunshine Mountain Vineyard |South Coast Syrah|$15.00|red|2008|Syrah
Triple B Ranches| Merlot ||red|2008| Merlot 
Witch Creek WInery|Sangiovese|$19.00|red|2006|Sangiovese
|Primitivo|$26.00|red|2008|Primitivo
|CB Viognier|$20.00|white|2008|Viognier
Woof 'n Rose Winery|Estate Grenache Noir|$16.00|red|2008|Grenache
|Estate Reserve Cabernet Franc|$25.00|red|2007|Cabernet Franc
|Ramona Valley Merlot|$20.00|red|2008| Merlot
Baily Vineyard & Winery|Sangiovese |$17.95|red|2007|Sangiovese 
|Riesling |$14.95|white|2008|Riesling 
|Serenity - Late Harvest Sauvignon Blanc|$16.95|dessert|2007|Sauvignon Blanc
Callaway Vineyard & Winery|Special Selection Grenache|$25.00|red|2008|Grenache
| Winemaker's Reserve Sangiovese|$38.00|red|2008|  Sangiovese
|Special Selection Gewurztraminer|$18.00|white|2009|Gewurztraminer
Cougar Vineyard & Winery|Nebbiolo|$29.95|white|2008|Nebbiolo
|Meritage|$34.95|red|2007|Meritage
| Sangiovese|$24.95|red|2008|Aglianico
Doffo Vineyard & Winery|Viogner|$10.00|white||Viogner
|Cabernet Sauvignon |$10.00|red||Cabernet Sauvignon 
Foote Print Winery|Late Harvest Zinfandel|$32.00|red|2005|Zinfandel
| Petit Verdot |$30.00|red|2007| Petit Verdot 
Hart Winery|Roussanne|$16.00|white|2008|Roussanne
|Syrah Port|$36.00|dessert|2005|Syrah
|Grenache|$16.00|red|2007|Grenache
Leonesse Cellars|Dry Muscat Canelli |$18.00|white|2009|Muscat Canelli 
|Syrah |$34.00|red|2007|Syrah 
|Signature Selection Merlot |$95.00|red|2007| Merlot 
Lorimar Vineyard & Winery|Lorimar Lydian|$36.00|red|2008|Cabernet Franc
|Nocturne|$36.00|red|2008|Syrah
|Muscat Canelli|$18.00|white|2009|Muscat Canelli
Miramonte Winery|Sangiovese|$27.95|red|2005|Sangiovese
|Estate Syrah|$40.00|red|2005|Syrah
|Grenache Rosé|$15.50|rose|2006|Grenache 
Mount Palomar Winery| Syrah|$24.00|red|2006| Syrah
|Cabernet Sauvignon |$24.00|red|2006|Cabernet Sauvignon 
|Chardonnay|$20.00|white|2007|Chardonnay
Palumbo Family Vineyards & Winery| Cabernet Sauvignon |$38.00|red|2007| Cabernet Sauvignon 
|Tre Fratelli “Meritage”|$38.00|red|2007|Meritage
| Viognier |$18.00|white|2009| Viognier 
Robert Renzoni Vineyards|Pinot Grigio|$20.00|red|2008|Pinot Grigio
| Moscato|$22.00|white|2008|Muscat
|Old Vine Zinfandel|$32.00|red|2007|Zinfandel
Stuart Cellars|Cabernet Franc |$30.00|red|2008|Cabernet Franc 
|Cabernet Sauvignon |$45.00|red|2008|Cabernet Sauvignon 
|Vintage Zinfandel Port |$48.00|dessert||Zinfandel
Van Roekel Winery|Grenache|$24.95|red|2006|Grenache
|Gewurztraminer|$14.95|white|2009|Gewurztraminer
| Syrah|$18.95|red|2008| Syrah
Wilson Creek Winery & Vineyard|Mourvedre|$28.95|red|2006|Mourvedre
|Viognier |$18.95|white|2007|Viognier 
|white Cabernet Sauvignon |$24.99|rose|2009|Cabernet Sauvignon
Briar Rose Winery|Gewurztraminer|$25.00|white|2009|Gewurztraminer
|Cabernet Sauvignon|$105.00|red|2005|Cabernet Sauvignon
Churon Winery|Merlot|$29.99|red|2005|Merlot
|Old Vine Zinfandel|$28.99|red|2007|Zinfandel
|Muscat Canelli|$20.99|white|2009|Muscat
Danza del Sol Winery|Tempranillo|$28.95|red|2009|Tempranillo
|Merlot|$26.95|red|2008|Merlot
|Chardonnay|$18.95|white|2009|Chardonnay
Falkner Winery| Syrah|$20.95|red|2005| Syrah
|Meritage|$39.95|red|2006|Meritage
| Riesling |$18.95|white|2009| Riesling 
Frangipani Estate Winery| Sauvignon Blanc |$16.00|white|2005| Sauvignon Blanc 
| Grenache |$25.00|red|2004| Grenache 
| Cabernet Franc Estate |$28.00|red|2004| Cabernet Franc
Keyways Vineyards & Winery|Garnacha |$38.00|red|2008|Garnacha 
|Tempranillo |$36.00|red|2008|Tempranillo 
|Roussanne |$27.00|white|2009|Roussanne 
Longshadow Ranch Vineyard & Winery|Cabernet Franc|$36.00|red|2007|Cabernet Franc
|Estate Cinsault|$30.00|red|2007| Cinsault
|Muscat of Alexandria|$16.00|white|2007|Muscat
Maurice Car'rie Vineyard & Winery|Cabernet Sauvignon|$15.95|red|2007|Cabernet Sauvignon
|Pinot Noir|$24.95|red||Pinot Noir
|Chardonnay |$14.95|white|2009|Chardonnay 
Monte de Oro Winery| Syrah |$34.00|red|2006| Syrah 
| Zinfandel|$30.00|red|2006| Zinfandel
|Muscat Canelli |$18.00|white|2009|Muscat
Oak Mountain Winery|Cabernet Sauvignon |$32.00|red|2006|Cabernet Sauvignon 
|Meritage|$40.00|red|2005|Meritage
|Chardonnay|$19.00|white|2009|Chardonnay
Ponte Family Estate Winery| Sangiovese|$32.95|red|2007| Sangiovese
| Nebbiolo|$39.95|white|2008| Nebbiolo
|Zinfandel Port|$46.00|dessert|2007| Zinfandel
South Coast Winery Resort & Spa|Petit Verdot |$22.00|red|2006|Petit Verdot 
|South Coast Winery Meritage |$20.00|red|2006| Meritage 
|Dry Riesling |$16.00|white|2007|Riesling 
Thornton Winery|Cabernet Sauvignon|$29.00|red|2007|Cabernet Sauvignon
|Late Harvest Zinfandel|$20.00|red|2006|Zinfandel
| Riesling|$23.00|white|2008| Riesling
Wiens Family Cellars|Pinot Noir|$22.00|red|2008|Pinot Noir
|Reserve Merlot|$49.00|red|2007| Merlot
|Viognier|$17.00|white|2008|Viognier
ALYSIAN WINES|Pinot Noir|$40.00|red|2007|Pinot Noir
AMAPOLA CREEK VINEYARDS|Cabernet Sauvignon|$70.00|red|2006|Cabernet Sauvignon
|Amapola Creek Syrah|$40.00|red|2006|Syrah
AMOROSA BELLA  |Pinot Noir |$38.00|red|2008|Pinot Noir 
|Chardonnay |$26.00|white|2008|Chardonnay 
Amphora Winery|Zinfandel, Dry Creek Valley|$26.00|red|2007|Zinfandel
|Petite Sirah, Dry Creek Valley|$32.00|red|2006|Syrah
|Chardonnay|$30.00|white|2007|Chardonnay
Arrowood Vineyards & Winery|Gewürztraminer|$20.00|white|2009|Gewürztraminer
| Arrowood Malbec|$42.00|red|2007|Melbec
| Late Harvest white Riesling|$25.00|dessert|2005|Riesling
Audelssa Estate Winery|Cabernet Sauvignon|$40.00|red|2007|Cabernet Sauvignon
|Merlot|$60.00|red|2007|Merlot
|Chardonnay|$28.00|white|2008|Chardonnay
BALLETTO|Estate Syrah |$24.00|red|2006| Syrah 
| Estate Chardonnay |$18.00|white|2007| Chardonnay 
| Estate Pinot Noir |$24.00|red|2009| Pinot Noir 
Bella Vineyards & Caves|Lily Hill Estate zinfandel |$40.00|red|2008|Zinfandel
|Big River Ranch petite sirah |$38.00|red|2008|Syrah
Benovia| Sonoma Coast Chardonnay|$39.00|white|2008| Chardonnay
| Zinfandel|$38.00|red|2008| Zinfandel
|Bella Una® Pinot Noir|$56.00|red|2008| Pinot Noir
Blackstone Winery|Blackstone Sonoma Reserve Merlot|$20.00|red|2007|Merlot
|Blackstone Sonoma Reserve Chardonnay|$17.00|white|2007|Chardonnay
Bonneau Winery|Napa Valley Cabernet Sauvignon |$39.00|red|2005|Cabernet Sauvignon
|Dry Creek Valley Zinfandel |$28.00|red|2007|Zinfandel
| Los Carneros Chardonnay,  |$28.00|white|2008|Chardonnay
Buena Vista Carneros|Ramal Vineyard Chardonnay, |$36.00|white|2007|Chardonnay
|Carneros Pinot Noir|$25.00|red|2006| Pinot Noir
|Ramal Vineyard Syrah Port|$32.00|dessert|2008| Syrah
Captûre Wines|Tradition-Sauvignon Blanc|$30.00|white|2009|Sauvignon Blanc
Carica Wines|''Kick Ranch'' Syrah|$30.00|red|2007|Syrah
|''Kick Ranch'' Petite Sirah|$36.00|red|2008|Syrah
Chalk Hill Estate Vineyards|Sauvignon Blanc|$33.00|white|2008|Sauvignon Blanc
|Syrah|$60.00|red|2007|Syrah
|North Slope Pinot Gris|$40.00|white|2007|Pinot Gris
Chateau Felice Winery|Barrel Fermented Cabernet Sauvignon |$59.00|red|2008|Cabernet Sauvignon 
|La Craie Grand Syrah |$49.00|red|2007| Syrah 
|Zinfandel Estate Reserve |$39.00|red|2009|Zinfandel
Chateau St. Jean|Merlot|$25.00|red|2007|Merlot
|Cabernet Franc|$50.00|red|2006|Cabernet Franc
Christopher Creek Winery| Zinfandel|$26.00|red|2008| Zinfandel
|Viognier|$28.00|white|2008|Viognier
|Reserve Petite Sirah|$32.00|red|2006|Syrah
Clos Du Bois|Reserve Cabernet Sauvignon |$22.00|red|2007|Cabernet Sauvignon 
|Late Harvest Riesling 375ml |$30.00|dessert|2007|Riesling
|Chardonnay North Coast |$15.00|white|2008|Chardonnay
D'argenzio Winery Inc.|Pinot Noir|$34.00|red|2006|Pinot Noir
|Zinfandel|$30.00|red|2006|Zinfandel
|Petite Sirah|$30.00|red|2006|Syrah
Da Vero|Estate Hawk Mountain Vineyard Sangiovese|$45.00|red|2006|Sangiovese
Dashe Cellars|McFadden Farm Zinfandel  |$24.00|red|2009|Zinfandel  
|Cabernet Sauvignon |$38.00|red|2006|Cabernet Sauvignon 
David Bruce Winery|Estate Chardonnay |$55.00|white|2005|Chardonnay 
|Pinot Noir Russian River Valley |$30.00|red|2007|Pinot Noir
|Sangiovese Paso Robles |$28.00|red|2006|Sangiovese 
Davis Bynum Winery|Russian River Valley Chardonnay|$25.00|white|2007|Chardonnay
| Russian River Valley Pinot Noir|$28.00|red|2008|Pinot Noir
De Loach Vineyards|Pinot Noir Green Valley|$45.00|red|2007|Pinot Noir
|Sauvignon Blanc Ritchie Vineyard|$22.00|white|2008|Sauvignon Blanc
|Zinfandel Nova Vineyard|$32.00|red|2007|Zinfandel
Deerfield Ranch Winery| Sauvignon Blanc, Peterson Vineyard |$24.00|white|2008| Sauvignon Blanc
|Sangiovese, Sonoma County|$30.00|red|2006|Sangiovese
|Merlot Cuvée, Sonoma County|$26.00|red|2006|Merlot
Dutcher Crossing Winery|Proprietor's Reserve Cabernet Sauvignon|$29.00|red|2007|Cabernet Sauvignon
|Nelson Vineyard Merlot|$30.00|red|2007|Merlot
|Sauvignon Blanc Dry Creek Valley|$22.00|white|2009|Sauvignon Blanc
Dutton Estate Winery|My Father's Syrah |$36.00|red|2007| Syrah 
|Kyndall's Chardonnay |$35.00|white|2007| Chardonnay 
|Thomas Road Pinot Noir |$48.00|red|2008| Pinot Noir 
Dutton-goldfield Winery|Cherry Ridge Vineyard Syrah|$35.00|red|2008|Syrah
|Devil's Gulch Pinot Noir |$58.00|red|2008|Pinot Noir
Ehret Family Vineyards|Cabernet Sauvignon|$34.00|red|2006|Cabernet Sauvignon
|Syrah|$28.00|red|2007|Syrah
|Bellarina Meritage red|$20.00|red|2008| Meritage
Enkidu Wines|Diener Ranch Petite Sirah|$34.00|red|2007|Syrah
|Sauvignon Blanc - Sonoma County|$25.00|white|2008|Sauvignon Blanc
Everett Ridge Vineyards And Winery|Petite Sirah|$32.00|red|2007|Syrah
| Everett Ridge Alexander Valley, Cabernet Sauvignon|$40.00|red|2006|Cabernet Sauvignon
Farrier Wines|Hay Hook||white||Sauvignon Blanc
|Countenance||red||Cabernet Sauvignon
Ferrari-carano Vineyards & Winery|Zinfandel - Dry Creek Valley |$28.00|red|2008|Zinfandel
|Sky High Pinot Noir - Anderson Valley |$46.00|red|2007|Pinot Noir
|Merlot - Sonoma County 
|$24.00|red|2008|Merlot
Flowers Vineyard & Winery|DZ Pinot|$52.00|red|2008|Pinot Noir
|Camp Meeting Ridge Chardonnay |$58.00|white|2008|Chardonnay 
Foppiano Vineyards|Estate Sauvignon Blanc |$18.00|white|2009| Sauvignon Blanc 
|Estate Petite Sirah |$20.00|red|2008|Syrah
|Estate Rose'|$15.00|rose|2009|Blend
Forth Vineyards & Winery|Sauvignon Blanc|$20.00|white|2009|Sauvignon Blanc
|Estate Syrah ~ La Rousse |$20.00|red|2005|Syrah
|Late Harvest Sauvignon Blanc |$14.00|white|2006|Sauvignon Blanc 
Francis Ford Coppola Winery|Director's Cut Cabernet Sauvignon |$29.00|red|2008|Cabernet Sauvignon
|Director's Cut Zinfandel |$24.00|red|2008|Zinfandel 
|Francis Coppola Reserve Viognier |$25.00|white|2008| Viognier 
Freestone Vineyards|Freestone Chardonnay |$55.00|white|2007| Chardonnay 
|Fogdog Pinot Noir |$35.00|red|2008|Pinot Noir 
Frick Winery|Grenache, Dry Creek Valley, Conley Vineyard|$27.00|red|2007|Grenache
|Cinsaut Rosé, Dry Creek Valley |$19.00|rose|2008|Cinsaut
|Merlot, Conley Vineyard, Dry Creek Valley|$21.00|red|2005|Merlot
Gallo Family Vineyards|Winemaker's Signature Series Malbec |$45.00|red|2007|Malbec
|Winemaker's Signature Series Meritage|$50.00|red|2007|Meritage
|Two Rock Chardonnay |$28.00|white|2007|Chardonnay 
Gary Farrell Vineyards & Winery| PINOT NOIR |$50.00|red|2007|Pinot Noir
|CHARDONNAY - CARNEROS / CARNEROS SELECTION|$32.00|white|2008|Chardonnay 
Gloria Ferrer Caves & Vineyards| Rust Rock Pinot Noir |$40.00|red|2005| Pinot Noir 
|Carneros Merlot |$19.00|red|2006|Merlot
|Carneros Pinot Noir Rose|$12.00|rose|2008|Pinot Noir
Gundlach Bundschu|Cabernet Franc|$39.00|red|2008|Cabernet Franc
| Syrah|$38.00|red|2008| Syrah
|Gewürztraminer|$22.50|white|2009|Gewürztraminer
Hamel Family Wines|Pamelita Estate Cabernet Sauvignon |$50.00|red|2006|Cabernet Sauvignon
Hanzell Vineyards|Hanzell Vineyards Estate Chardonnay|$70.00|white|2008|Chardonnay 
|Hanzell Vineyards Estate Pinot Noir|$95.00|red|2007|Pinot Noir
Hartford Family Winery|Zinfandel|$35.00|red|2008|Zinfandel 
|Hartford Court Pinot Noir|$45.00|red|2007|Pinot Noir
Harvest Moon Winery|Dry Gewürztraminer|$24.00|white|2009| Gewürztraminer
|Late Harvest Zinfandel|$28.00|red|2008|Zinfandel
Hauck Cellars|Sauvignon Blanc|$23.00|white|2009|Sauvignon Blanc
| Zinfandel |$35.00|red|2008| Zinfandel 
|Meritage red Wine |$38.00|red|2006|Meritage
Hook And Ladder Winery|Cabernet Sauvignon |$25.00|red|2007|Cabernet Sauvignon 
|Sauvignon Blanc |$22.00|white|2009|Sauvignon Blanc 
|Late Harvest Gewurztraminer |$24.00|dessert|2009|Gewurztraminer 
Hop Kiln Winery / Hkg|Malbec |$25.00|red|2008|Malbec 
|Grenache |$22.00|red|2008|Grenache 
|Sauvignon Blanc |$18.00|white|2009|Sauvignon Blanc 
INMAN FAMILY WINES|Thorn Ridge Ranch Pinot Noir|$52.00|red|2007|Pinot Noir
|Russian River Valley Chardonnay|$30.00|white|2009|Chardonnay
|Russian River Valley Pinot Gris|$25.00|white|2009| Pinot Gris
INSPIRATION VINEYARDS & WINERY|Chardonnay|$22.00|white|2008|Chardonnay
|Zinfandel - Alexander Valley|$23.00|red|2008|Zinfandel
|Syrah - Dry Creek Valley|$29.00|red|2008|Syrah
IRON HORSE VINEYARD|Estate Pinot Noir|$50.00|red|2008| Pinot Noir
|Estate Chardonnay |$27.00|white|2006| Chardonnay 
|Rosé de Pinot Noir|$20.00|rose|2009| Pinot Noir
J Vineyards & Winery| Pinot Noir, Russian River Valley|$35.00|red|2008|Pinot Noir
|Chardonnay, Russian River Valley|$28.00|white|2008|Chardonnay
|J Pinot Gris, California|$16.00|white|2009|Pinot Gris
JACUZZI FAMILY VINEYARDS |Barbera |$55.25|red|2007|Barbera
|Lagrein|$28.00|red|2008|Lagrein
|Cabernet Sauvignon |$25.00|red|2007|Cabernet Sauvignon
JORDAN VINEYARD & WINERY|Cabernet Sauvignon |$52.00|red|2006|Cabernet Sauvignon 
|Chardonnay|$29.00|white|2008|Chardonnay 
JOSEPH SWAN WINERY |Gewürztraminer, Saralee's Vineyard  |$19.00|white|2009|Gewürztraminer
|Marsanne/Roussane |$16.00|white|2008|Blend
|Mourvèdre |$28.00|red|2007|Mourvèdre 
Keller Estate|Syrah|$40.00|red|2005|Syrah
| La Cruz Rosé|$30.00|rose|2009|Pinot Noir
|La Cruz Vineyard Chardonnay|$36.00|white|2007|Chardonnay
KELLEY & YOUNG| Zinfandel|$34.00|red|2008| Zinfandel
|Sauvignon Blanc|$24.00|white|2009|Sauvignon Blanc
|Kathleen Rose|$24.00|rose|2009|Blend
KENDALL-JACKSON TASTING ROOM|Grand Reserve Chardonnay |$20.00|white|2008| Chardonnay 
|Grand Reserve Cabernet Franc |$35.00|red|2005| Cabernet Franc 
|Late Harvest Riesling |$25.00|dessert|2007| Riesling 
KOKOMO WINERY|Zinfandel|$30.00|red|2007|Zinfandel
|Merlot|$28.00|red|2007|Merlot
|Late Harvest Sauvignon Blanc|$28.00|dessert|2008|Sauvignon Blanc
KOSTA BROWNE WINERY|Pinot Noir - Keefer Ranch|-|red|2008|Pinot Noir 
LA CREMA WINERY |Chardonnay |$30.00|white|2008|Chardonnay 
|Syrah |$25.00|red|2006|Syrah 
|Nine Barrel Pinot Noir |$90.00|red|2007| Pinot Noir 
LA FOLLETTE WINES |Sangiacomo Chardonnay |$29.99|white|2008| Chardonnay 
|Van der Kamp Pinot Noir |$39.99|red|2008| Pinot Noir 
LAMBERT BRIDGE WINERY|Limited Selection Cabernet Sauvignon|$95.00|red|2006| Cabernet Sauvignon
|Merlot|$45.00|red|2007|Merlot
|Bevil Vineyard Viognier|$38.00|white|2008| Viognier
LANCASTER ESTATE WINERY  | Estate Cabernet Sauvignon |$65.00|red|2007|Cabernet Sauvignon
|Estate Sophia's Hillside Cuvée|$42.00|red|2007|Blend
LANDMARK VINEYARDS|Grand Detour Pinot Noir|$40.00|red|2008|Pinot Noir
|Grenache|$25.00|red|2008|Grenache
|Steel Plow Syrah|$30.00|red|2008|Syrah
LAUREL GLEN VINEYARD|Estate Cabernet Sonoma Mountain|$50.00|red|2004|Cabernet Sauvignon
|ZaZin, Old Vine Zinfandel, Lodi|$17.00|red|2007|Zinfandel
LYNMAR ESTATE|Rosé of Pinot Noir|$22.00|rose|2009|Pinot Noir
|Russian River Valley Chardonnay|$30.00|white|2007|Chardonnay
MAC MURRAY RANCH|Sonoma Coast Pinot Gris|$19.99|white|2008|Pinot Gris
| Sonoma Coast Pinot Noir |$23.99|red|2008| Pinot Noir 
MAC PHAIL FAMILY WINES|Sonoma Coast Pinot Noir|$39.00|red|2009| Pinot Noir
|Sonoma Coast Gap's Crown Chardonnay|$49.00|white|2009| Chardonnay
MACROSTIE WINERY & VINEYARDS|Merlot, Napa Valley|$28.00|red|2007|Merlot
|Syrah, Wildcat Mountian|$34.00|red|2006|Syrah
|Chardonnay, Sonoma Coast|$25.00|white|2008|Chardonnay
MARTIN RAY WINERY|Cabernet Sauvignon |$20.00|red|2009|Cabernet Sauvignon 
|Reserve Chardonnay |$25.00|white|2009| Chardonnay 
MATANZAS CREEK WINERY  |Knights Valley Cabernet Sauvignon|$39.00|red|2007| Cabernet Sauvignon
|Bennett Valley Merlot|$35.00|red|2007| Merlot
|Sonoma County Syrah|$25.00|red|2006| Syrah
|Sonoma County Sauvignon Blanc|$19.00|white|2009| Sauvignon Blanc
MATRIX WINERY|Zinfandel|-|red|2007|Zinfandel
|Sauvignon Blanc||white|2009|Sauvignon Blanc
|Pinot Noir, Nunes Vineyard||red|2008|Pinot Noir
MAURITSON FAMIY WINERY|Chardonnay|$25.00|white|2009|Chardonnay
|Cabernet Sauvignon|$35.00|red|2007|Cabernet Sauvignon
|Malbec|$41.00|red|2007|Malbec
Mazzocco Sonoma Winery|Zinfandel, Briar|-|red|2007|Zinfandel
|Cabernet Sauvignon|-|red|2007|Cabernet Sauvignon
|Sauvignon Blanc|-|white|2009|Sauvignon Blanc
Medlock Ames|Merlot|$42.00|red|2006|Merlot
|Cabernet Sauvignon|$52.00|red|2006|Cabernet Sauvignon
|rose|$20.00|rose|2008|Cabernet Sauvignon
Merriam Vineyards|Alexander Valley Chardonnay|-|white|2009|Chardonnay
Michel-schlumberger Wine Estate|La Source Syrah|$32.00|red|2008|Syrah
|Cabernet Franc|$40.00|red|2006|Cabernet Franc
|Reserve Cabernet|$65.00|red|1998|Cabernet Sauvignon
Mill Creek Vineyards|Sauvignon Blanc|$19.00|white|2008|Sauvignon Blanc
|Gewurztraminer|$19.00|white|2009|Gewurztraminer
|Merlot|$24.00|red|2006|Merlot
|Port|$29.00|dessert|2007|Blend
Montemaggiore|Paolo's Vineyard Syrah|$35.00|red|2007|Syrah
|Nobile|$45.00|red|2007|Syrah
Mueller Winery|Syrah|$29.00|red|2006|Syrah
|Chardonnay |$32.00|white|2007|Chardonnay 
|Zinfandel 'old vine'|$29.00|red|2007|Zinfandel
Murphy-goode|Petit Verdot |$28.00|red|2007|Petit Verdot 
|Zinfandel Snake Eyes |$35.00|red|2006|Zinfandel 
|Pinot Grigio |$12.50|white|2008|Pinot Grigio 
Mutt Lynch Winery|Fou Fou le Blanc Sauvignon Blanc|$13.99|white|2009| Sauvignon Blanc
|Portrait of a Mutt Zinfandel|$13.99|red|2007|Zinfandel
|Canis Major Petite Sirah|$24.99|red|2007|Syrah
Owl Ridge Wines|Cabernet Sauvignon– Brigden Vineyard |$48.00|red|2005|Cabernet Sauvignon
|Sauvignon Blanc– Sonoma County|$15.00|white|2009|Sauvignon Blanc
Pahlmeyer|Jayson Chardonnay North Coast |$45.00|white|2009| Chardonnay
|Pahlmeyer Merlot Napa Valley |$75.00|red|2007| Merlot
|Pahlmeyer Pinot Noir Sonoma Coast|$70.00|red|2008|Pinot Noir
Papapietro Perry Winery|Pinot Noir ~ Sonoma Coast|$45.00|red|2007|Pinot Noir
|Zinfandel ~ Russian River Valley|$34.00|red|2006|Zinfandel
Paradise Ridge Winery| Estate Petite Sirah|$50.00|red|2005|Syrah
 | Estate Zinfandel|$34.00|red|2006|Zinfandel
|Estate Chardonnay|$30.00|white|2008| Chardonnay
Patz & Hall|Sonoma Coast Chardonnay|$35.00|white|2008| Chardonnay
|Sonoma Coast Pinot Noir|$42.00|red|2009|Pinot Noir
Pech Merle Winery| sauvignon blanc|$17.00|white|2009| Sauvignon Blanc
|dry creek zinfandel|$27.00|red|2008| Zinfandel
|cabernet sauvignon|$37.00|red|2008|Cabernet Sauvignon
Pedroncelli Winery|Dry Rosé of Zinfandel |$10.00|rose|2009|Zinfandel 
|Merlot Bench Vineyards |$14.00|red|2008|Merlot 
|Syrah Ridge Ranch |$15.00|red|2007|Syrah
Peterson Winery|"1-2-3 Cab" Cabernet Sauvignon |$23.00|red|2007|Cabernet Sauvignon
|Peterson Petite Sirah |$30.00|red|2007|Syrah
|Peterson "BIANCO" Sauvingon Blanc|$13.00|white|2009|Sauvingon Blanc
Petroni Vineyards|Sauvignon Blanc|$22.00|white|2008|Sauvignon Blanc
|Syrah|$40.00|red|2006|Syrah
|Cabernet Sauvignon|$70.00|red|2006|Cabernet Sauvignon
Pezzi King Vineyards|Dry Creek Valley Zinfandel|$18.00|red|2008| Zinfandel
|Sonoma County Cabernet Sauvignon|$20.00|red|2008| Cabernet Sauvignon
|Dry Creek Valley Sauvignon Blanc|$18.00|white|2009|Sauvignon Blanc
Pride Mountain Vineyards|Pride Merlot|$56.00|red|2007|Merlot
| Cabernet Franc|$60.00|red|2007| Cabernet Franc
|Pride Chardonnay|$37.00|white|2008|Chardonnay
Quivira Vineyards & Winery| Wine Creek Ranch, Grenache|$26.00|red|2008| Grenache
|Dry Creek Valley Zinfandel |$20.00|red|2008| Zinfandel 
|Fig Tree Vineyard, Sauvignon Blanc |$18.00|white|2009| Sauvignon Blanc 
Ramey Wine Cellars|Cabernet Sauvignon, Napa Valley|$50.00|red|2006|Cabernet Sauvignon
